timestamp, 1: Main Valve, 2: Secondary Valve
2026-01-02T17:58:53.936564, CLOSED, CLOSED
2026-01-02T17:58:54.938238, OPEN, CLOSED
2026-01-02T17:59:05.378763, OPEN, OPEN
2026-01-02T17:59:07.135827, CLOSED, OPEN
2026-01-02T17:59:11.574420, OPEN, OPEN
2026-01-02T17:59:19.098159, OPEN, CLOSED
2026-01-02T17:59:19.100673, CLOSED, CLOSED
2026-01-02T17:59:20.101729, OPEN, CLOSED
2026-01-02T18:23:10.724761, OPEN, CLOSED
2026-01-02T18:23:17.865869, OPEN, CLOSED
2026-01-02T18:23:17.945325, CLOSED, CLOSED
2026-01-02T18:23:18.947470, OPEN, CLOSED
2026-01-02T18:24:12.852553, OPEN, CLOSED
2026-01-02T18:24:30.780498, OPEN, CLOSED
2026-01-02T18:24:30.782196, CLOSED, CLOSED
2026-01-02T18:24:31.783297, OPEN, CLOSED
2026-01-02T18:24:39.249677, OPEN, OPEN
2026-01-02T18:24:42.612114, OPEN, OPEN
2026-01-02T18:24:49.824658, OPEN, CLOSED
2026-01-02T18:24:49.826273, CLOSED, CLOSED
2026-01-02T18:24:50.829032, OPEN, CLOSED
2026-01-02T18:29:12.343036, CLOSED, OPEN
2026-01-02T18:29:14.427664, CLOSED, CLOSED
2026-01-02T18:30:06.069170, OPEN, CLOSED
2026-01-02T18:33:15.106694, OPEN, CLOSED
2026-01-02T21:15:21.005326, CLOSED, OPEN
2026-01-02T21:15:26.659259, CLOSED, CLOSED
2026-01-02T21:42:29.079526, OPEN, CLOSED
2026-01-02T21:42:36.512379, CLOSED, CLOSED
2026-01-02T21:42:39.430288, CLOSED, OPEN
2026-01-02T21:42:40.431901, CLOSED, CLOSED
2026-01-02T21:42:42.585435, CLOSED, OPEN
2026-01-02T21:42:43.586571, CLOSED, CLOSED
2026-01-02T21:42:57.085415, OPEN, CLOSED
2026-01-02T21:43:50.071686, CLOSED, CLOSED
2026-01-02T21:43:51.644877, CLOSED, OPEN
2026-01-02T21:43:52.646322, CLOSED, CLOSED
2026-01-02T21:43:55.518615, CLOSED, OPEN
2026-01-02T21:43:56.519907, CLOSED, CLOSED
2026-01-02T21:43:57.562084, CLOSED, OPEN
2026-01-02T21:43:58.563259, CLOSED, CLOSED
2026-01-02T21:44:00.154419, CLOSED, OPEN
2026-01-02T21:44:01.155242, CLOSED, CLOSED
2026-01-02T21:49:46.888049, CLOSED, OPEN
2026-01-02T21:49:48.758449, CLOSED, CLOSED
2026-01-02T21:53:43.035372, CLOSED, OPEN
2026-01-02T21:53:48.531101, CLOSED, CLOSED
2026-01-02T21:53:49.649868, CLOSED, OPEN
2026-01-02T21:53:50.651436, CLOSED, CLOSED
2026-01-02T21:53:52.866212, CLOSED, OPEN
2026-01-02T21:53:53.867754, CLOSED, CLOSED
2026-01-03T13:01:44.701866, OPEN, CLOSED
2026-01-03T13:06:47.373842, CLOSED, CLOSED
2026-01-03T13:06:47.374764, CLOSED, OPEN
2026-01-03T13:20:36.103926, CLOSED, OPEN
2026-01-03T13:20:38.201463, CLOSED, CLOSED
2026-01-03T13:20:39.202797, CLOSED, OPEN
2026-01-03T13:20:40.826980, CLOSED, CLOSED
2026-01-03T13:20:41.828108, CLOSED, OPEN
2026-01-03T13:20:45.208868, CLOSED, CLOSED
2026-01-03T13:20:45.310411, CLOSED, OPEN
2026-01-03T13:20:46.747116, CLOSED, CLOSED
2026-01-03T13:20:46.848236, CLOSED, OPEN
2026-01-03T13:20:48.343712, CLOSED, CLOSED
2026-01-03T13:20:48.444696, CLOSED, OPEN
2026-01-03T13:20:51.784161, CLOSED, CLOSED
2026-01-03T13:20:52.287749, CLOSED, OPEN
2026-01-03T13:20:55.730750, CLOSED, CLOSED
2026-01-03T13:20:56.032234, CLOSED, OPEN
2026-01-03T13:20:58.425185, CLOSED, CLOSED
2026-01-03T13:20:58.626226, CLOSED, OPEN
2026-01-03T13:22:11.715047, CLOSED, OPEN
2026-01-03T13:22:12.016353, CLOSED, CLOSED
2026-01-03T13:22:14.301287, CLOSED, OPEN
2026-01-03T13:22:14.402185, CLOSED, CLOSED
2026-01-03T13:22:18.135258, CLOSED, OPEN
2026-01-03T13:22:19.136509, CLOSED, CLOSED
2026-01-03T18:10:51.068049, OPEN, CLOSED
2026-01-03T18:10:53.754849, OPEN, OPEN
2026-01-03T18:11:33.957047, OPEN, CLOSED
2026-01-03T18:11:35.302956, CLOSED, CLOSED
2026-01-03T18:12:58.677024, OPEN, CLOSED
2026-01-03T18:13:01.493387, OPEN, OPEN
2026-01-03T18:21:18.575370, OPEN, CLOSED
2026-01-03T18:21:25.098274, CLOSED, CLOSED
2026-01-03T18:21:27.354644, CLOSED, OPEN
2026-01-03T18:21:29.394770, CLOSED, CLOSED
2026-01-03T18:21:31.463171, CLOSED, OPEN
2026-01-03T18:21:33.422423, CLOSED, CLOSED
2026-01-03T18:23:52.270872, CLOSED, OPEN
2026-01-03T18:23:53.689721, CLOSED, CLOSED
2026-01-03T18:23:56.347600, CLOSED, OPEN
2026-01-03T18:23:58.324664, CLOSED, CLOSED
2026-01-03T18:24:00.348145, CLOSED, OPEN
2026-01-03T18:24:01.349191, CLOSED, CLOSED
